time,posture,XY,Y,dyno,vm,dyno_vm,ankle
2021-06-07 15:48:35.001542525,3.0,91.54658038641146,90.68846264008296,0.0,0.0,0.0,
2021-06-07 15:48:36.001543915,3.0,91.53099093428685,90.69357657512407,0.0,0.0,0.0,
2021-06-07 15:48:37.001545305,3.0,91.54216225227808,90.71779869848707,0.0,0.0,0.0,
2021-06-07 15:48:38.001546694,3.0,91.56368021997893,90.73999084663734,0.0,0.0,0.0,
2021-06-07 15:48:39.001548084,3.0,91.59974638474476,90.7669038687933,0.0,0.0,0.0,
2021-06-07 15:48:40.001549474,3.0,91.64665906598856,90.80239447163494,0.0,0.0,0.0,
2021-06-07 15:48:41.001550863,3.0,91.67083473704825,90.81635009574039,0.0,0.0,0.0,
2021-06-07 15:48:42.001552253,3.0,91.65053563056514,90.79157021745623,0.0,0.0,0.0,
2021-06-07 15:48:43.001553643,3.0,91.62851281368366,90.78083764195704,0.0,0.0,0.0,
2021-06-07 15:48:44.001555032,3.0,91.64850911486738,90.82957180086909,0.0,0.0,0.0,
2021-06-07 15:48:45.001556422,3.0,91.58405809818848,90.80063606967504,0.0,0.0,0.0,
2021-06-07 15:48:46.001557812,3.0,91.24252941087637,90.4842376053664,0.0,0.0,0.0,
2021-06-07 15:48:47.001559201,3.0,90.77522795922935,90.01858524941174,0.0,0.0,0.0,
2021-06-07 15:48:48.001560591,3.0,90.56668424789896,89.79819734216096,0.0,0.0,0.0,
2021-06-07 15:48:49.001561981,3.0,90.67401261571553,89.90026466336568,0.0,0.0,0.0,
2021-06-07 15:48:50.001563370,3.0,90.84482016503644,90.07955525664795,0.0,0.0,0.0,
2021-06-07 15:48:51.001564760,3.0,90.90925709424742,90.16095608128273,0.0,0.0,0.0,
2021-06-07 15:48:52.001566150,3.0,90.90588853827961,90.1688649570564,0.0,0.0,0.0,
2021-06-07 15:48:53.001567539,3.0,90.94119592714665,90.19999428319937,0.0,0.0,0.0,
2021-06-07 15:48:54.001568929,3.0,90.99065026960089,90.23754763817959,0.0,0.0,0.0,
2021-06-07 15:48:55.001570319,3.0,90.97447366745112,90.21568522834623,0.0,0.0,0.0,
2021-06-07 15:48:56.001571708,3.0,90.9332956475031,90.17614697309116,0.0,0.0,0.0,
2021-06-07 15:48:57.001573098,3.0,90.9439543404456,90.18690863605791,0.0,0.0,0.0,
2021-06-07 15:48:58.001574488,3.0,90.99028938066334,90.2272514668969,0.0,0.0,0.0,
2021-06-07 15:48:59.001575877,3.0,91.00712330457185,90.23598192422097,0.0,0.0,0.0,
